,3,1,999919,99919,991999,999919,2,2,2,1,2,1,2,12,2,04,05,1,2,2,3,02,0,3,0,4,1,1,1,2,1,3,06,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,05,435830,024784940,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,1,2,11,1,05,07,2,9,2,4,03,0,3,0,4,2,1,2,2,1,3,06,99999,1,99,  ,04,02,11, ,09,1,1,9999, ,1,05,722096,017984527,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,5,2,13,2,05,04,1,2,2,3,02,0,3,0,4,1,1,6,2,1,1,99,01150,1,99,  ,31,03,07, ,05,1,1,0383, ,1,05,657341,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,2,2,1,2,12,2,05,05,1,2,2,1,01,0,3,0,4,1,1,1,2,1,1,99,00925,1,99,  ,31,03,07, ,05,1,1,0925, ,1,05,108717,024080832,0,0,0,0,0,0
,3,1,999919,99199,991999,199999,2,2,2,4,2,4,2,10,2,03,04,2,9,2,5,04,0,3,0,4,1,1,5,2,1,1,99,01812,1,99,  ,30,02,07, ,09,1,1,0362, ,1,05,515280,017984527,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,1,1,2,11,2,05,07,1,2,2,3,02,0,3,0,4,1,1,4,2,1,1,99,01050,1,99,  ,30,03,07, ,07,1,1,0350, ,1,05,010051,024784940,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,1,1,2,11,2,05,07,1,2,2,3,02,0,3,0,4,1,1,2,2,1,3,08,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,05,434896,024846713,0,0,0,0,0,0
,3,1,999919,99919,991999,888888,2,2,2,4,2,1,2,11,8,04,04,2,9,8,3,02,0,3,0,4,1,1,1,2,1,3,03,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,05,731937,017984527,0,0,0,0,1,0
,3,1,191199,11199,919999,999991,2,1,1,2,3,2,2,12,2,05,07,1,2,2,2,02,0,3,0,4,1,1,5,2,1,1,99,00825,1,99,  ,30,02,07, ,07,1,1,0412, ,1,05,246809,018334935,0,0,0,0,1,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,1,2,11,2,04,03,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,00900,1,99,  ,30,02,07, ,09,1,1,0300, ,1,05,190126,018334935,0,0,0,0,0,0
,3,1,199999,91999,999991,999991,2,2,2,1,3,2,2,11,2,03,03,2,9,2,3,02,0,3,0,4,1,1,4,2,1,1,99,00900,1,99,  ,30,02,07, ,09,1,1,0300, ,1,05,972114,019777752,0,0,0,0,0,0
,3,1,999919,99919,991999,999991,2,2,2,4,2,8,2,01,2,02,02,2,9,2,8,06,0,3,0,4,2,1,4,1,1,3,08,99999,2,99,  ,04,13,11, ,06,1,1,9999, ,1,06,020724,016930996,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,06,07,1,1,1,3,02,0,3,0,4,1,3,5,1,3,3,02,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,06,271453,026373283,0,0,0,0,0,0
,3,1,999919,99919,888888,999919,2,2,2,2,2,1,1,13,1,06,07,1,2,2,5,03,0,3,0,4,3,3,4,3,3,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,06,159253,024278709,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,12,2,06,08,1,1,2,3,02,0,3,0,4,1,2,3,1,2,3,08,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,06,315523,016930996,0,0,1,1,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,05,02,1,1,1,5,04,0,3,0,4,1,3,6,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,395737,021077538,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,1,11,2,05,04,1,1,2,4,03,0,3,0,4,2,2,6,3,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,06,079026,016781578,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,1,12,2,05,04,1,1,1,3,02,0,3,0,4,2,2,6,3,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,06,272945,024268516,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,4,1,12,2,05,04,1,1,1,4,03,0,3,0,4,2,2,6,3,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,06,599828,021077538,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,1,12,8,05,04,1,1,1,4,03,0,3,0,4,2,2,6,3,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,06,448498,026878664,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,1,1,1,2,11,2,05,02,1,2,2,3,02,0,3,0,4,1,3,2,2,3,2,99,99999,1,99,  ,07,03,05, ,06,1,1,9999, ,1,06,439965,026878664,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,13,1,06,02,1,1,1,5,04,0,3,0,4,1,3,2,2,3,1,99,02600,2,15,  ,80,03,07, ,05,1,1,0520, ,1,06,832610,018810394,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,06,02,1,1,1,5,03,0,3,0,4,1,3,4,1,3,2,99,99999,2,15,  ,07,03,05, ,05,1,1,9999, ,1,06,901747,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,3,02,0,3,0,4,1,2,2,2,2,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,06,990292,016930996,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,13,8,06,07,1,1,1,3,02,0,3,0,4,1,2,3,2,2,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,06,633185,016930996,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,06,07,1,1,1,1,01,0,3,0,4,1,3,6,1,3,3,09,99999,2,08,  ,04,03,11, ,05,1,1,9999, ,1,06,977179,024268516,0,0,0,0,0,0
,3,1,991999,99919,919999,999919,3,8,1,4,1,4,2,03,2,01,02,2,9,1,5,03,0,3,0,4,1,8,8,8,8,1,99,01300,2,99,  ,80,13,07, ,06,1,1,0260, ,1,06,293587,024268516,0,0,1,1,1,1
,3,1,999919,99919,991999,999991,2,2,2,4,2,1,2,12,2,04,06,2,9,2,3,02,0,3,0,4,1,1,2,2,1,1,99,01000,1,99,  ,30,02,07, ,08,1,1,0333, ,1,06,021434,024268516,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,1,1,1,2,12,2,05,02,1,3,2,6,04,0,3,0,4,2,1,2,2,1,3,01,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,06,344728,026373283,0,0,0,0,0,0
,3,1,999199,99919,991999,999919,2,2,2,4,1,1,2,11,2,04,05,2,9,2,3,02,0,3,0,4,1,1,1,2,1,3,03,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,06,156585,017143342,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,1,5,2,01,2,02,03,2,9,1,5,04,0,3,0,4,1,1,5,2,1,3,04,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,07,550187,015590004,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,4,2,4,2,03,1,01,02,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,13,11, ,02,1,1,9999, ,1,07,673645,015590004,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,06,08,1,2,2,4,03,0,3,0,4,1,3,8,1,3,2,99,99999,2,08,  ,86,03,05, ,05,1,1,9999, ,1,07,748655,018810394,0,0,0,0,0,0
,3,1,191199,11199,999991,999991,3,1,2,4,1,2,2,05,3,01,01,2,9,2,3,02,2,9,3,9,2,1,6,4,1,2,99,99999,2,99,  ,03,12,05, ,07,5,6,9999, ,1,07,068527,026373283,0,0,0,0,1,0
,3,1,191199,11199,999991,919999,3,1,2,4,1,3,2,05,3,01,03,2,9,2,4,03,2,9,3,9,2,1,6,4,1,2,99,99999,2,99,  ,03,12,05, ,07,5,6,9999, ,1,07,972218,026373283,0,0,0,0,1,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,8,2,03,2,01,02,2,9,2,5,04,0,3,0,4,2,1,3,1,1,3,03,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,1,07,483742,013902670,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,8,2,03,2,01,03,2,9,2,5,04,0,3,0,4,2,1,3,1,1,3,03,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,1,07,739066,015590004,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,1,5,2,13,2,05,98,1,2,2,2,01,0,3,0,4,4,2,8,2,2,3,08,99999,2,15,  ,04,03,11, ,07,1,1,9999, ,1,07,667472,015590004,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,02,2,9,2,6,04,0,3,0,4,1,1,4,2,1,1,99,01800,2,99,  ,80,13,07, ,07,1,1,0300, ,1,07,364883,019731145,0,0,0,0,0,0
,3,1,999919,99919,919999,999919,2,2,2,2,2,4,2,12,1,05,03,1,2,1,3,02,0,3,0,4,1,2,6,1,2,3,08,99999,2,15,  ,04,03,11, ,07,1,1,9999, ,1,07,996916,020347396,0,0,0,0,0,0
,3,1,999919,99919,919999,999919,3,2,2,2,1,8,2,12,2,05,04,1,1,1,4,02,0,3,0,4,1,3,3,1,3,3,08,99999,2,15,  ,04,03,11, ,07,1,1,9999, ,1,07,460978,012992751,0,0,0,0,0,0
,3,1,999919,99919,199999,999919,2,2,2,2,1,2,2,13,2,06,04,1,2,2,4,03,0,3,0,4,2,2,3,2,2,1,99,01200,2,15,  ,80,03,07, ,07,1,1,0300, ,1,07,416478,015220650,0,0,0,0,0,0
,3,1,999919,99919,991999,999991,2,2,2,4,2,5,2,06,2,01,03,2,9,2,3,02,0,3,0,4,2,1,4,2,1,3,03,99999,2,99,  ,04,02,11, ,08,1,1,9999, ,1,07,652021,015220650,0,0,0,0,0,0
,3,1,999919,99919,999991,999991,2,2,2,2,3,1,2,12,2,05,02,1,2,2,2,02,0,3,0,4,1,1,5,2,1,3,10,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,07,644527,018187041,0,0,0,0,0,0
,3,1,999919,99919,999991,999991,2,2,2,2,3,1,2,12,2,05,02,1,2,2,3,02,0,3,0,4,1,1,5,2,1,3,10,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,07,691283,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,1,2,4,3,1,2,06,2,01,03,2,9,2,4,03,0,3,0,4,1,1,3,2,1,1,99,01350,2,99,  ,80,02,07, ,08,1,1,0337, ,1,07,167763,020437010,0,0,0,0,0,0
,3,1,919999,91199,919999,199199,3,2,2,2,1,1,2,12,2,05,07,1,2,2,3,02,0,3,0,4,1,1,4,2,1,1,99,01085,1,99,  ,30,02,07, ,08,1,1,0361, ,1,07,922630,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,2,2,11,2,04,02,2,9,2,2,02,0,3,0,4,1,1,1,2,1,1,99,01050,1,99,  ,30,02,07, ,08,1,1,0525, ,1,07,767925,019731145,0,0,0,0,0,0
,3,1,999919,99919,919999,999919,3,2,1,1,1,2,2,12,2,05,05,1,1,1,3,02,0,3,0,4,1,1,2,2,1,1,99,01200,1,99,  ,30,02,07, ,07,1,1,0400, ,1,07,680244,018441939,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,07,07,1,1,2,4,03,0,3,0,4,1,1,4,2,1,1,99,01350,1,99,  ,31,03,07, ,05,1,1,0337, ,1,07,423619,015220650,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,06,03,1,1,1,3,03,0,3,0,4,1,1,3,2,1,1,99,00900,1,99,  ,31,03,07, ,05,1,1,0300, ,1,07,574948,021721829,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,1,3,2,01,2,01,02,2,9,2,4,03,0,3,0,4,2,3,5,1,3,2,99,99999,2,99,  ,07,13,05, ,08,1,1,9999, ,1,08,990154,017658221,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,1,5,2,03,2,01,02,2,9,1,3,03,0,3,0,4,2,1,3,2,1,3,03,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,08,473743,026878664,0,0,0,0,0,0
,3,1,999919,99919,888888,999919,2,2,2,4,2,4,2,01,2,01,02,2,9,1,5,03,0,3,0,4,1,1,6,1,1,3,08,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,08,230404,017658221,0,0,0,0,0,0
,3,1,999919,99919,888888,999919,2,2,2,4,2,5,2,03,1,01,02,2,9,2,5,03,0,3,0,4,2,1,4,1,1,3,08,99999,2,99,  ,04,13,11, ,04,1,1,9999, ,1,08,680006,016496679,0,0,0,0,0,0
,3,1,999919,99919,888888,999919,2,2,2,4,2,5,2,03,1,01,03,2,9,2,4,03,0,3,0,4,2,8,8,8,8,3,98,99999,2,99,  ,04,13,11, ,04,1,1,9999, ,1,08,666694,018187041,0,0,1,1,1,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,3,2,13,2,07,08,1,1,1,3,02,0,3,0,4,1,3,4,1,3,3,06,99999,2,07,  ,04,03,11, ,05,1,1,9999, ,1,08,702821,015013897,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,1,4,2,03,2,01,02,2,9,2,5,03,0,3,0,4,1,1,1,1,1,3,09,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,08,396859,017658221,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,5,2,03,8,01,03,2,9,2,4,03,0,3,0,4,2,1,5,2,1,3,06,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,08,246224,016496679,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,3,2,03,2,01,02,2,9,2,5,04,0,3,0,4,2,1,3,2,1,2,99,99999,2,99,  ,03,13,05, ,08,1,1,9999, ,1,08,159908,023797771,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,1,03,2,01,02,2,9,8,4,03,0,3,0,4,2,1,8,3,1,3,03,99999,2,99,  ,04,13,11, ,01,1,1,9999, ,1,08,615693,018187041,0,1,1,1,1,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,1,03,2,01,03,2,9,8,4,03,0,3,0,4,2,1,8,3,1,3,03,99999,2,99,  ,04,13,11, ,01,1,1,9999, ,1,08,656628,018187041,0,1,1,1,1,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,5,2,05,1,02,04,2,9,2,3,02,0,3,0,4,2,1,3,2,1,3,06,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,08,031614,016781578,0,0,0,0,1,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,05,1,01,01,2,9,2,2,02,0,3,0,5,1,1,6,2,1,3,10,99999,2,99,  ,04,12,11, ,08,1,2,9999, ,1,08,128032,017658221,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,05,1,01,02,2,9,2,6,04,0,3,0,5,1,1,5,1,1,2,99,99999,2,99,  ,03,12,05, ,08,1,2,9999, ,1,08,773662,016781578,0,0,0,0,0,0
,3,1,999919,99919,999991,999919,2,2,1,1,1,1,2,12,2,05,07,1,1,2,4,03,0,3,0,4,3,1,2,2,1,1,99,01800,1,99,  ,31,03,07, ,01,1,1,0450, ,1,08,797030,016559534,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,2,11,2,05,02,1,1,2,2,02,0,3,0,4,1,1,2,2,1,3,06,99999,2,12,  ,04,03,11, ,05,1,1,9999, ,1,08,247680,026878664,0,0,0,0,0,0
,3,1,999919,99919,991999,999991,2,2,2,4,2,5,2,05,1,02,02,2,9,1,4,03,0,3,0,4,1,1,1,1,1,3,06,99999,2,99,  ,04,12,11, ,02,1,1,9999, ,1,09,846657,016241060,0,0,0,0,0,0
,3,1,999919,99919,999991,999991,2,2,1,4,3,4,2,05,2,01,01,2,9,2,1,01,0,3,0,4,2,1,5,2,1,3,12,99999,2,99,  ,04,12,11, ,08,1,1,9999, ,1,09,821645,020366035,0,0,1,0,0,0
,3,1,999919,99919,999991,999991,2,2,2,4,2,5,2,05,3,02,02,2,9,2,4,03,0,3,0,4,2,1,2,4,1,3,03,99999,2,99,  ,04,12,11, ,08,1,1,9999, ,1,09,893924,017180972,0,0,0,0,0,0
,3,1,999919,11999,919999,999991,2,2,1,4,1,4,3,03,2,01,02,2,9,2,5,04,2,9,3,9,3,1,6,4,1,3,04,99999,2,99,  ,04,13,11, ,08,5,6,9999, ,1,09,202108,018187041,0,0,0,0,0,0
,3,1,999919,11999,919999,999991,2,2,1,4,1,4,2,03,2,01,03,2,9,2,5,04,2,9,3,9,3,1,6,2,1,3,04,99999,2,99,  ,04,13,11, ,08,5,6,9999, ,1,09,767112,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,8,2,01,2,01,98,2,9,2,4,03,0,3,0,4,1,1,6,1,1,1,99,01200,2,99,  ,80,13,07, ,08,1,1,0300, ,1,09,189072,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,07,08,1,2,2,4,03,0,3,0,4,1,1,1,2,1,3,01,99999,1,99,  ,04,03,11, ,05,1,1,9999, ,1,09,895207,019111074,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,2,2,12,2,05,02,1,2,2,3,02,0,3,0,4,1,1,1,2,1,3,03,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,09,037157,020366035,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,2,2,11,2,07,07,1,2,2,2,01,0,3,0,4,1,1,2,2,1,1,99,00957,1,99,  ,30,02,07, ,08,1,1,0478, ,1,09,211688,016559534,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,12,1,05,07,1,1,1,4,03,0,3,0,4,1,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,10,742676,017202151,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,5,2,12,1,05,07,1,1,1,4,03,0,3,0,4,1,2,3,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,10,622019,017202151,0,0,0,0,0,0
,3,1,888888,88888,888888,888888,8,8,8,8,8,5,2,12,1,05,07,1,1,1,4,03,0,3,0,4,1,3,1,1,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,8,10,376557,020347396,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,1,1,4,1,4,2,01,2,02,03,2,9,2,4,03,0,3,0,4,2,1,2,1,1,1,99,01800,2,99,  ,80,13,07, ,06,1,1,0450, ,1,10,749548,017202151,0,0,0,0,0,0
,3,1,199199,11199,919999,999991,3,2,2,4,1,5,2,02,2,01,02,2,9,2,5,04,2,9,3,9,1,1,6,1,1,3,06,99999,2,99,  ,04,13,11, ,07,5,6,9999, ,1,10,600856,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,4,1,5,2,03,1,02,02,2,9,1,3,02,0,3,0,4,2,1,3,2,1,2,99,99999,2,99,  ,03,13,05, ,05,1,1,9999, ,1,10,459886,019846859,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,4,1,5,2,05,2,02,03,2,9,2,5,04,0,3,0,4,2,1,2,2,1,1,99,01700,2,99,  ,80,12,07, ,01,1,1,0340, ,1,10,625971,015596883,0,0,0,0,0,0
,3,1,999919,99919,999991,999991,2,2,2,4,3,3,2,03,2,01,02,2,9,2,5,04,0,3,0,4,2,1,4,2,1,2,99,99999,2,99,  ,03,13,05, ,05,1,1,9999, ,1,10,014145,022559005,0,0,0,0,0,0
,3,1,999919,99919,999991,999991,2,2,2,4,3,3,2,03,2,01,03,2,9,2,4,03,0,3,0,4,2,1,4,1,1,2,99,99999,2,99,  ,03,13,05, ,05,1,1,9999, ,1,10,368491,022559005,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,8,2,1,4,1,5,2,03,1,01,02,2,9,2,4,03,0,3,0,4,2,1,2,2,1,3,12,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,8,10,929020,017984527,0,0,0,0,0,0
,3,1,999919,19999,991999,999919,2,2,3,4,3,8,2,05,2,02,03,2,9,2,3,02,0,3,0,4,2,1,2,2,1,3,06,99999,2,99,  ,04,03,11, ,07,1,1,9999, ,1,10,021792,016361628,0,0,0,0,1,0
,3,1,999919,19999,991999,999919,2,2,3,4,3,5,2,05,1,02,03,2,9,2,4,03,0,3,0,4,2,1,1,2,1,1,99,01400,2,99,  ,80,03,07, ,07,1,1,0350, ,1,10,368378,019846859,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,8,8,2,4,2,5,2,05,2,02,02,2,9,2,6,04,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,8,10,577779,017984527,0,1,0,0,0,0
,3,1,999919,99919,991999,999991,2,2,2,4,2,4,2,03,1,01,03,2,9,2,4,03,0,3,0,4,2,1,1,2,1,1,99,01500,2,99,  ,80,13,07, ,09,1,1,0375, ,1,10,979263,019846859,0,0,0,0,0,1
,3,1,999199,99919,199999,919999,1,2,1,4,1,4,2,08,1,03,05,2,9,2,5,03,0,3,0,4,1,1,4,2,1,1,99,00950,2,99,  ,04,02,11, ,08,1,1,0190, ,2,10,086800,016241060,0,0,0,0,0,0
,3,1,999919,91999,991999,999919,2,1,2,4,2,4,2,06,1,02,03,2,9,2,4,03,0,3,0,4,1,1,3,2,1,3,04,99999,2,99,  ,04,05,11, ,08,1,1,9999, ,1,10,202325,015163637,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,5,2,05,2,02,02,2,9,2,2,02,0,3,0,4,2,1,5,1,1,3,08,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,1,10,994127,020042305,0,0,0,0,0,0
,3,1,999919,99919,991999,999991,2,2,2,4,2,4,2,05,2,01,03,2,9,2,4,03,0,3,0,4,2,1,5,2,1,1,99,01150,2,99,  ,80,12,07, ,07,1,1,0287, ,1,10,323563,021330276,0,0,0,0,0,0
,3,1,999919,91999,991999,999919,2,2,2,2,2,1,2,12,3,05,07,1,1,1,4,02,0,3,0,4,1,1,2,2,1,3,03,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,10,608428,020042305,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,05,1,2,2,5,03,1,9,3,9,2,1,5,2,1,3,03,99999,1,99,  ,04,03,11, ,07,4,6,9999, ,1,10,011970,015596883,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,1,2,2,2,1,2,08,2,02,03,2,9,2,3,02,0,3,0,4,4,1,1,2,1,3,04,99999,1,99,  ,04,02,11, ,07,1,1,9999, ,1,10,849185,015596883,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,1,2,2,2,1,2,08,2,02,03,2,9,2,4,03,0,3,0,4,4,1,2,2,1,3,06,99999,1,99,  ,04,02,11, ,07,1,1,9999, ,1,10,375646,015596883,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,5,2,05,2,02,03,2,9,2,5,04,0,3,0,4,2,1,1,2,1,3,06,99999,2,99,  ,04,12,11, ,01,1,1,9999, ,1,10,424520,021330276,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,1,2,2,11,2,05,06,1,8,1,6,04,0,3,0,4,2,1,5,2,1,3,04,99999,1,99,  ,04,02,11, ,07,1,1,9999, ,1,10,096901,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,01,2,01,02,2,9,2,3,02,0,3,0,4,2,1,3,2,1,1,99,00700,2,99,  ,80,13,07, ,09,1,1,0233, ,1,10,325982,020042305,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,05,2,02,04,2,9,2,4,03,0,3,0,4,2,1,2,2,1,1,99,01400,2,99,  ,80,12,07, ,08,1,1,0350, ,1,10,796824,020042305,0,0,0,0,0,0
,3,1,991999,19999,999991,119999,2,2,1,3,2,3,2,12,2,05,02,1,3,3,4,03,0,3,0,4,1,1,6,2,1,3,04,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,10,245284,018187041,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,2,2,1,2,11,2,04,04,2,9,2,3,02,0,3,0,4,4,1,1,2,1,3,04,99999,1,99,  ,04,02,11, ,08,1,1,9999, ,1,10,385219,015596883,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,1,2,11,2,05,05,2,9,2,3,02,0,3,0,4,2,1,3,2,1,1,99,00800,1,99,  ,30,02,07, ,07,1,1,0266, ,1,10,623839,024268516,0,0,0,0,0,0
,3,1,888888,99919,199999,191199,8,8,2,4,8,5,8,05,8,01,01,2,9,8,2,02,0,3,0,4,4,8,8,8,8,3,04,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,8,01,192721,018187041,0,0,1,1,1,0
,3,1,888888,88888,888888,888888,8,8,8,8,8,4,8,04,1,01,03,2,9,2,4,03,0,3,0,4,4,1,8,8,1,3,01,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,8,02,360666,026373283,0,0,0,0,1,0
,3,1,999919,19999,991999,999991,2,2,2,4,3,3,2,03,2,01,02,2,9,2,3,02,0,3,0,4,4,1,3,2,1,2,99,99999,2,99,  ,03,13,05, ,09,1,1,9999, ,1,04,191122,026373283,0,0,0,1,1,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,5,1,05,2,01,02,2,9,2,4,03,0,3,0,4,1,1,6,3,1,3,03,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,07,917103,024278709,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,5,3,05,2,01,01,2,9,2,2,02,0,3,0,4,2,1,6,4,1,1,99,02000,2,99,  ,80,05,07, ,09,1,1,1000, ,1,07,312535,026373283,0,0,0,0,0,1
,3,1,999919,99919,991999,999919,2,2,2,4,2,1,1,06,1,01,01,2,9,2,1,01,2,9,2,9,2,1,6,3,1,3,12,99999,2,99,  ,04,02,11, ,07,5,5,9999, ,1,07,004569,018441939,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,2,4,2,4,2,07,2,02,03,2,9,2,5,04,0,3,0,4,1,1,5,2,1,3,03,99999,2,99,  ,04,05,11, ,08,1,1,9999, ,1,07,490896,019731145,0,0,0,0,0,0
,3,1,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,07,07,1,1,2,5,03,0,3,0,4,4,3,1,1,3,3,06,99999,2,07,  ,04,03,11, ,05,1,1,9999, ,1,08,068589,025785299,0,0,0,0,0,0
